Word,Word Lemma,Word Stem,Negative,Positive,Warmth Direction,Ability Direction
ENCRYPTS,ENCRYPTS,ENCRYPT,0,0,0.0,0.0
ENCUMBER,ENCUMBER,ENCUMB,1,0,0.0,0.0
ENCUMBERED,ENCUMBER,ENCUMB,1,0,0.0,0.0
ENCUMBERING,ENCUMBER,ENCUMB,1,0,0.0,0.0
ENCUMBERS,ENCUMBERS,ENCUMB,1,0,0.0,0.0
ENCUMBRANCE,ENCUMBRANCE,ENCUMBR,1,0,0.0,0.0
ENCUMBRANCER,ENCUMBRANCER,ENCUMBRANC,0,0,0.0,0.0
ENCUMBRANCERS,ENCUMBRANCERS,ENCUMBRANC,0,0,0.0,0.0
ENCUMBRANCES,ENCUMBRANCE,ENCUMBR,1,0,0.0,0.0
ENCYCLICAL,ENCYCLICAL,ENCYCL,0,0,0.0,0.0
ENCYCLICALS,ENCYCLICAL,ENCYCL,0,0,0.0,0.0
ENCYCLOPAEDIA,ENCYCLOPAEDIA,ENCYCLOPAEDIA,0,0,0.0,0.0
ENCYCLOPAEDIAS,ENCYCLOPAEDIA,ENCYCLOPAEDIA,0,0,0.0,0.0
ENCYCLOPAEDIC,ENCYCLOPAEDIC,ENCYCLOPAED,0,0,0.0,0.0
ENCYCLOPEDIA,ENCYCLOPEDIA,ENCYCLOPEDIA,0,0,0.0,0.0
ENCYCLOPEDIAS,ENCYCLOPEDIA,ENCYCLOPEDIA,0,0,0.0,0.0
ENCYCLOPEDIC,ENCYCLOPEDIC,ENCYCLOPED,0,0,0.0,0.0
ENCYST,ENCYST,ENCYST,0,0,0.0,0.0
ENCYSTED,ENCYSTED,ENCYST,0,0,0.0,0.0
ENCYSTING,ENCYSTING,ENCYST,0,0,0.0,0.0
ENCYSTMENT,ENCYSTMENT,ENCYST,0,0,0.0,0.0
ENCYSTMENTS,ENCYSTMENTS,ENCYST,0,0,0.0,0.0
ENCYSTS,ENCYSTS,ENCYST,0,0,0.0,0.0
END,END,END,0,0,0.0,0.0
ENDANGER,ENDANGER,ENDANG,1,0,0.0,0.0
ENDANGERED,ENDANGER,ENDANG,1,0,0.0,0.0
ENDANGERING,ENDANGER,ENDANG,1,0,0.0,0.0
ENDANGERMENT,ENDANGERMENT,ENDANGER,1,0,0.0,0.0
ENDANGERMENTS,ENDANGERMENT,ENDANGER,0,0,0.0,0.0
ENDANGERS,ENDANGERS,ENDANG,1,0,0.0,0.0
ENDEAR,ENDEAR,ENDEAR,0,0,0.0,0.0
ENDEARED,ENDEAR,ENDEAR,0,0,0.0,0.0
ENDEARING,ENDEAR,ENDEAR,0,0,0.0,0.0
ENDEARINGLY,ENDEARINGLY,ENDEARINGLI,0,0,0.0,0.0
ENDEARMENT,ENDEARMENT,ENDEAR,0,0,0.0,0.0
ENDEARMENTS,ENDEARMENT,ENDEAR,0,0,0.0,0.0
ENDEARS,ENDEARS,ENDEAR,0,0,0.0,0.0
ENDEAVOR,ENDEAVOR,ENDEAVOR,0,0,0.0,0.0
ENDEAVORED,ENDEAVOR,ENDEAVOR,0,0,0.0,0.0
ENDEAVORING,ENDEAVOR,ENDEAVOR,0,0,0.0,0.0
ENDEAVORS,ENDEAVOR,ENDEAVOR,0,0,0.0,0.0
ENDEAVOUR,ENDEAVOUR,ENDEAVOUR,0,0,0.0,0.0
ENDEAVOURED,ENDEAVOUR,ENDEAVOUR,0,0,0.0,0.0
ENDEAVOURING,ENDEAVOUR,ENDEAVOUR,0,0,0.0,0.0
ENDEAVOURS,ENDEAVOUR,ENDEAVOUR,0,0,0.0,0.0
ENDED,END,END,0,0,0.0,0.0
ENDEMIC,ENDEMIC,ENDEM,0,0,0.0,0.0
ENDEMICALLY,ENDEMICALLY,ENDEM,0,0,0.0,0.0
ENDEMICS,ENDEMIC,ENDEM,0,0,0.0,0.0
ENDGAME,ENDGAME,ENDGAM,0,0,0.0,0.0
ENDING,END,END,0,0,0.0,0.0
ENDINGS,ENDING,END,0,0,0.0,0.0
ENDIVE,ENDIVE,ENDIV,0,0,0.0,0.0
ENDIVES,ENDIVE,ENDIV,0,0,0.0,0.0
ENDLESS,ENDLESS,ENDLESS,0,0,0.0,0.0
ENDLESSLY,ENDLESSLY,ENDLESSLI,0,0,0.0,0.0
ENDLESSNESS,ENDLESSNESS,ENDLESS,0,0,0.0,0.0
ENDLESSNESSES,ENDLESSNESS,ENDLESS,0,0,0.0,0.0
ENDMOST,ENDMOST,ENDMOST,0,0,0.0,0.0
ENDOCRINE,ENDOCRINE,ENDOCRIN,0,0,0.0,0.0
ENDOCRINES,ENDOCRINE,ENDOCRIN,0,0,0.0,0.0
ENDOCRINOLOGIES,ENDOCRINOLOGY,ENDOCRINOLOG,0,0,0.0,0.0
ENDOCRINOLOGIST,ENDOCRINOLOGIST,ENDOCRINOLOGIST,0,0,0.0,0.0
ENDOCRINOLOGISTS,ENDOCRINOLOGIST,ENDOCRINOLOGIST,0,0,0.0,0.0
ENDOCRINOLOGY,ENDOCRINOLOGY,ENDOCRINOLOG,0,0,0.0,0.0
ENDOGENOUS,ENDOGENOUS,ENDOGEN,0,0,0.0,0.0
ENDOGENOUSLY,ENDOGENOUSLY,ENDOGEN,0,0,0.0,0.0
ENDORPHIN,ENDORPHIN,ENDORPHIN,0,0,0.0,0.0
ENDORPHINS,ENDORPHIN,ENDORPHIN,0,0,0.0,0.0
ENDORSE,ENDORSE,ENDORS,0,0,1.0,0.0
ENDORSED,ENDORSE,ENDORS,0,0,0.0,0.0
ENDORSEE,ENDORSEE,ENDORSE,0,0,0.0,0.0
ENDORSEMENT,ENDORSEMENT,ENDORS,0,0,0.0,0.0
ENDORSEMENTS,ENDORSEMENT,ENDORS,0,0,0.0,0.0
ENDORSER,ENDORSER,ENDORS,0,0,0.0,0.0
ENDORSERS,ENDORSER,ENDORS,0,0,0.0,0.0
ENDORSES,ENDORSES,ENDORS,0,0,0.0,0.0
ENDORSING,ENDORSE,ENDORS,0,0,0.0,0.0
ENDOSCOPE,ENDOSCOPE,ENDOSCOP,0,0,0.0,0.0
ENDOSCOPES,ENDOSCOPE,ENDOSCOP,0,0,0.0,0.0
ENDOSCOPIC,ENDOSCOPIC,ENDOSCOP,0,0,0.0,0.0
ENDOSCOPIES,ENDOSCOPY,ENDOSCOPI,0,0,0.0,0.0
ENDOSCOPY,ENDOSCOPY,ENDOSCOPI,0,0,0.0,0.0
ENDOTHELIAL,ENDOTHELIAL,ENDOTHELI,0,0,0.0,0.0
ENDOTHERMIC,ENDOTHERMIC,ENDOTHERM,0,0,0.0,0.0
ENDOVASCULAR,ENDOVASCULAR,ENDOVASCULAR,0,0,0.0,0.0
ENDOW,ENDOW,ENDOW,0,0,0.0,0.0
ENDOWED,ENDOW,ENDOW,0,0,0.0,0.0
ENDOWING,ENDOW,ENDOW,0,0,0.0,0.0
ENDOWMENT,ENDOWMENT,ENDOW,0,0,0.0,1.0
ENDOWMENTS,ENDOWMENT,ENDOW,0,0,0.0,0.0
ENDOWS,ENDOWS,ENDOW,0,0,0.0,0.0
ENDPOINT,ENDPOINT,ENDPOINT,0,0,0.0,0.0
ENDPOINTS,ENDPOINT,ENDPOINT,0,0,0.0,0.0
ENDS,END,END,0,0,0.0,0.0
ENDUE,ENDUE,ENDU,0,0,0.0,0.0
ENDUED,ENDUE,ENDU,0,0,0.0,0.0
ENDUES,ENDUES,ENDU,0,0,0.0,0.0
ENDUING,ENDUE,ENDU,0,0,0.0,0.0
ENDURABLE,ENDURABLE,ENDUR,0,0,0.0,0.0
ENDURANCE,ENDURANCE,ENDUR,0,0,0.0,0.0
ENDURANCES,ENDURANCE,ENDUR,0,0,0.0,0.0
ENDURE,ENDURE,ENDUR,0,0,0.0,0.0
ENDURED,ENDURE,ENDUR,0,0,0.0,0.0
ENDURES,ENDURES,ENDUR,0,0,0.0,0.0
ENDURING,ENDURE,ENDUR,0,0,0.0,0.0
ENDWAYS,ENDWAYS,ENDWAY,0,0,0.0,0.0
ENDWISE,ENDWISE,ENDWIS,0,0,0.0,0.0
ENEMA,ENEMA,ENEMA,0,0,0.0,0.0
ENEMAS,ENEMA,ENEMA,0,0,0.0,0.0
ENEMATA,ENEMA,ENEMA,0,0,0.0,0.0
ENEMIES,ENEMY,ENEMI,0,0,0.0,0.0
ENEMY,ENEMY,ENEMI,0,0,0.0,0.0
ENERGETIC,ENERGETIC,ENERGET,0,0,0.0,0.0
ENERGETICALLY,ENERGETICALLY,ENERGET,0,0,0.0,0.0
ENERGIES,ENERGY,ENERGI,0,0,0.0,0.0
ENERGIZE,ENERGIZE,ENERG,0,0,0.0,0.0
ENERGIZED,ENERGIZE,ENERG,0,0,0.0,0.0
ENERGIZER,ENERGIZER,ENERG,0,0,0.0,0.0
ENERGIZERS,ENERGIZER,ENERG,0,0,0.0,0.0
ENERGIZES,ENERGIZES,ENERG,0,0,0.0,0.0
ENERGIZING,ENERGIZE,ENERG,0,0,0.0,0.0
ENERGY,ENERGY,ENERGI,0,0,0.0,0.0
ENERVATE,ENERVATE,ENERV,0,0,0.0,0.0
ENERVATED,ENERVATE,ENERV,0,0,0.0,0.0
ENERVATES,ENERVATES,ENERV,0,0,0.0,0.0
ENERVATING,ENERVATE,ENERV,0,0,0.0,0.0
ENERVATION,ENERVATION,ENERV,0,0,0.0,0.0
ENERVATIONS,ENERVATION,ENERV,0,0,0.0,0.0
ENFEEBLE,ENFEEBLE,ENFEEBL,0,0,0.0,0.0
ENFEEBLED,ENFEEBLE,ENFEEBL,0,0,0.0,0.0
ENFEEBLEMENT,ENFEEBLEMENT,ENFEEBL,0,0,0.0,0.0
ENFEEBLEMENTS,ENFEEBLEMENT,ENFEEBL,0,0,0.0,0.0
ENFEEBLES,ENFEEBLES,ENFEEBL,0,0,0.0,0.0
ENFEEBLING,ENFEEBLE,ENFEEBL,0,0,0.0,0.0
ENFILADE,ENFILADE,ENFILAD,0,0,0.0,0.0
ENFILADED,ENFILADE,ENFILAD,0,0,0.0,0.0
ENFILADES,ENFILADE,ENFILAD,0,0,0.0,0.0
ENFILADING,ENFILADE,ENFILAD,0,0,0.0,0.0
ENFOLD,ENFOLD,ENFOLD,0,0,0.0,0.0
ENFOLDED,ENFOLD,ENFOLD,0,0,0.0,0.0
ENFOLDING,ENFOLD,ENFOLD,0,0,0.0,0.0
ENFOLDS,ENFOLDS,ENFOLD,0,0,0.0,0.0
ENFORCE,ENFORCE,ENFORC,0,0,0.0,0.0
ENFORCEABILITY,ENFORCEABILITY,ENFORC,0,0,0.0,0.0
ENFORCEABLE,ENFORCEABLE,ENFORC,0,0,0.0,0.0
ENFORCEABLY,ENFORCEABLY,ENFORC,0,0,0.0,0.0
ENFORCED,ENFORCE,ENFORC,0,0,0.0,0.0
ENFORCEMENT,ENFORCEMENT,ENFORC,0,0,0.0,0.0
ENFORCEMENTS,ENFORCEMENT,ENFORC,0,0,0.0,0.0
ENFORCER,ENFORCER,ENFORC,0,0,0.0,0.0
ENFORCERS,ENFORCER,ENFORC,0,0,0.0,0.0
ENFORCES,ENFORCES,ENFORC,0,0,0.0,0.0
ENFORCING,ENFORCE,ENFORC,0,0,0.0,0.0
ENFRANCHISE,ENFRANCHISE,ENFRANCHIS,0,0,0.0,0.0
ENFRANCHISED,ENFRANCHISE,ENFRANCHIS,0,0,0.0,0.0
ENFRANCHISEMENT,ENFRANCHISEMENT,ENFRANCHIS,0,0,0.0,0.0
ENFRANCHISEMENTS,ENFRANCHISEMENT,ENFRANCHIS,0,0,0.0,0.0
ENFRANCHISES,ENFRANCHISES,ENFRANCHIS,0,0,0.0,0.0
ENFRANCHISING,ENFRANCHISE,ENFRANCHIS,0,0,0.0,0.0
ENGAGE,ENGAGE,ENGAG,0,0,0.0,0.0
ENGAGED,ENGAGE,ENGAG,0,0,0.0,0.0
ENGAGEMENT,ENGAGEMENT,ENGAG,0,0,0.0,0.0
ENGAGEMENTS,ENGAGEMENT,ENGAG,0,0,0.0,0.0
ENGAGES,ENGAGES,ENGAG,0,0,0.0,0.0
ENGAGING,ENGAGE,ENGAG,0,0,0.0,0.0
ENGAGINGLY,ENGAGINGLY,ENGAGINGLI,0,0,0.0,0.0
ENGENDER,ENGENDER,ENGEND,0,0,0.0,0.0
ENGENDERED,ENGENDER,ENGEND,0,0,0.0,0.0
ENGENDERING,ENGENDER,ENGEND,0,0,0.0,0.0
ENGENDERS,ENGENDERS,ENGEND,0,0,0.0,0.0
ENGINE,ENGINE,ENGIN,0,0,0.0,0.0
ENGINEER,ENGINEER,ENGIN,0,0,0.0,0.0
ENGINEERED,ENGINEER,ENGIN,0,0,0.0,0.0
ENGINEERING,ENGINEERING,ENGIN,0,0,0.0,0.0
ENGINEERINGS,ENGINEERING,ENGIN,0,0,0.0,0.0
ENGINEERS,ENGINEER,ENGIN,0,0,0.0,0.0
ENGINES,ENGINE,ENGIN,0,0,0.0,0.0
ENGORGE,ENGORGE,ENGORG,0,0,0.0,0.0
ENGORGED,ENGORGE,ENGORG,0,0,0.0,0.0
ENGORGEMENT,ENGORGEMENT,ENGORG,0,0,0.0,0.0
ENGORGEMENTS,ENGORGEMENT,ENGORG,0,0,0.0,0.0
ENGORGES,ENGORGES,ENGORG,0,0,0.0,0.0
ENGORGING,ENGORGE,ENGORG,0,0,0.0,0.0
ENGRAM,ENGRAM,ENGRAM,0,0,0.0,0.0
ENGRAMS,ENGRAM,ENGRAM,0,0,0.0,0.0
ENGRAVE,ENGRAVE,ENGRAV,0,0,0.0,0.0
ENGRAVED,ENGRAVE,ENGRAV,0,0,0.0,0.0
ENGRAVER,ENGRAVER,ENGRAV,0,0,0.0,0.0
ENGRAVERS,ENGRAVER,ENGRAV,0,0,0.0,0.0
ENGRAVES,ENGRAVES,ENGRAV,0,0,0.0,0.0
ENGRAVING,ENGRAVE,ENGRAV,0,0,0.0,0.0
ENGRAVINGS,ENGRAVING,ENGRAV,0,0,0.0,0.0
ENGROSS,ENGROSS,ENGROSS,0,0,0.0,0.0
ENGROSSED,ENGROSS,ENGROSS,0,0,0.0,0.0
ENGROSSES,ENGROSSES,ENGROSS,0,0,0.0,0.0
ENGROSSING,ENGROSS,ENGROSS,0,0,0.0,0.0
ENGROSSMENT,ENGROSSMENT,ENGROSS,0,0,0.0,0.0
ENGROSSMENTS,ENGROSSMENT,ENGROSS,0,0,0.0,0.0
ENGULF,ENGULF,ENGULF,0,0,0.0,0.0
ENGULFED,ENGULFED,ENGULF,0,0,0.0,0.0
ENGULFING,ENGULF,ENGULF,0,0,0.0,0.0
ENGULFMENT,ENGULFMENT,ENGULF,0,0,0.0,0.0
ENGULFMENTS,ENGULFMENTS,ENGULF,0,0,0.0,0.0
ENGULFS,ENGULFS,ENGULF,0,0,0.0,0.0
ENHANCE,ENHANCE,ENHANC,0,1,0.0,0.0
ENHANCED,ENHANCE,ENHANC,0,1,0.0,0.0
ENHANCEMENT,ENHANCEMENT,ENHANC,0,1,0.0,0.0
ENHANCEMENTS,ENHANCEMENT,ENHANC,0,1,0.0,0.0
ENHANCER,ENHANCER,ENHANC,0,0,0.0,0.0
ENHANCERS,ENHANCER,ENHANC,0,0,0.0,0.0
ENHANCES,ENHANCES,ENHANC,0,1,0.0,0.0
ENHANCING,ENHANCE,ENHANC,0,1,0.0,0.0
ENHERENT,ENHERENT,ENHER,0,0,0.0,0.0
ENIGMA,ENIGMA,ENIGMA,0,0,0.0,0.0
ENIGMAS,ENIGMA,ENIGMA,0,0,0.0,0.0
ENIGMATIC,ENIGMATIC,ENIGMAT,0,0,0.0,0.0
ENIGMATICALLY,ENIGMATICALLY,ENIGMAT,0,0,0.0,0.0
ENJAMBEMENT,ENJAMBEMENT,ENJAMB,0,0,0.0,0.0
ENJAMBEMENTS,ENJAMBEMENT,ENJAMB,0,0,0.0,0.0
ENJAMBMENT,ENJAMBMENT,ENJAMB,0,0,0.0,0.0
ENJAMBMENTS,ENJAMBMENT,ENJAMB,0,0,0.0,0.0
ENJOIN,ENJOIN,ENJOIN,1,0,0.0,0.0
ENJOINED,ENJOIN,ENJOIN,1,0,0.0,0.0
ENJOINING,ENJOIN,ENJOIN,1,0,0.0,0.0
ENJOINS,ENJOINS,ENJOIN,1,0,0.0,0.0
ENJOY,ENJOY,ENJOY,0,1,0.0,0.0
ENJOYABLE,ENJOYABLE,ENJOY,0,1,1.0,0.0
ENJOYABLY,ENJOYABLY,ENJOY,0,1,0.0,0.0
ENJOYED,ENJOY,ENJOY,0,1,0.0,0.0
ENJOYING,ENJOY,ENJOY,0,1,0.0,0.0
ENJOYMENT,ENJOYMENT,ENJOY,0,1,1.0,0.0
ENJOYMENTS,ENJOYMENT,ENJOY,0,0,0.0,0.0
ENJOYS,ENJOYS,ENJOY,0,1,0.0,0.0
ENLARGE,ENLARGE,ENLARG,0,0,0.0,0.0
ENLARGEABLE,ENLARGEABLE,ENLARG,0,0,0.0,0.0
ENLARGED,ENLARGE,ENLARG,0,0,0.0,0.0
ENLARGEMENT,ENLARGEMENT,ENLARG,0,0,0.0,0.0
ENLARGEMENTS,ENLARGEMENT,ENLARG,0,0,0.0,0.0
ENLARGER,ENLARGER,ENLARG,0,0,0.0,0.0
ENLARGERS,ENLARGER,ENLARG,0,0,0.0,0.0
ENLARGES,ENLARGES,ENLARG,0,0,0.0,0.0
ENLARGING,ENLARGE,ENLARG,0,0,0.0,0.0
ENLIGHTEN,ENLIGHTEN,ENLIGHTEN,0,0,0.0,0.0
ENLIGHTENED,ENLIGHTEN,ENLIGHTEN,0,0,0.0,1.0
ENLIGHTENING,ENLIGHTEN,ENLIGHTEN,0,0,0.0,0.0
ENLIGHTENMENT,ENLIGHTENMENT,ENLIGHTEN,0,0,0.0,1.0
ENLIGHTENMENTS,ENLIGHTENMENT,ENLIGHTEN,0,0,0.0,0.0
ENLIGHTENS,ENLIGHTENS,ENLIGHTEN,0,0,0.0,0.0
ENLIST,ENLIST,ENLIST,0,0,0.0,0.0
ENLISTED,ENLIST,ENLIST,0,0,0.0,0.0
ENLISTEE,ENLISTEE,ENLISTE,0,0,0.0,0.0
ENLISTEES,ENLISTEE,ENLISTE,0,0,0.0,0.0
ENLISTING,ENLIST,ENLIST,0,0,0.0,0.0
ENLISTMENT,ENLISTMENT,ENLIST,0,0,0.0,0.0
ENLISTMENTS,ENLISTMENT,ENLIST,0,0,0.0,0.0
ENLISTS,ENLISTS,ENLIST,0,0,0.0,0.0
ENLIVEN,ENLIVEN,ENLIVEN,0,0,0.0,0.0
ENLIVENED,ENLIVEN,ENLIVEN,0,0,0.0,0.0
ENLIVENING,ENLIVEN,ENLIVEN,0,0,0.0,0.0
ENLIVENMENT,ENLIVENMENT,ENLIVEN,0,0,0.0,0.0
ENLIVENMENTS,ENLIVENMENTS,ENLIVEN,0,0,0.0,0.0
ENLIVENS,ENLIVENS,ENLIVEN,0,0,0.0,0.0
ENMESH,ENMESH,ENMESH,0,0,0.0,0.0
ENMESHED,ENMESH,ENMESH,0,0,0.0,0.0
ENMESHES,ENMESHES,ENMESH,0,0,0.0,0.0
ENMESHING,ENMESH,ENMESH,0,0,0.0,0.0
ENMESHMENT,ENMESHMENT,ENMESH,0,0,0.0,0.0
ENMESHMENTS,ENMESHMENTS,ENMESH,0,0,0.0,0.0
ENMITIES,ENMITY,ENMITI,0,0,0.0,0.0
ENMITY,ENMITY,ENMITI,0,0,-1.0,0.0
ENNOBLE,ENNOBLE,ENNOBL,0,0,0.0,0.0
ENNOBLED,ENNOBLE,ENNOBL,0,0,0.0,0.0
ENNOBLEMENT,ENNOBLEMENT,ENNOBL,0,0,0.0,0.0
ENNOBLEMENTS,ENNOBLEMENT,ENNOBL,0,0,0.0,0.0
ENNOBLES,ENNOBLES,ENNOBL,0,0,0.0,0.0
ENNOBLING,ENNOBLE,ENNOBL,0,0,0.0,0.0
ENNUI,ENNUI,ENNUI,0,0,-1.0,0.0
ENNUIS,ENNUI,ENNUI,0,0,0.0,0.0
ENORMITIES,ENORMITY,ENORM,0,0,0.0,0.0
ENORMITY,ENORMITY,ENORM,0,0,0.0,0.0
ENORMOUS,ENORMOUS,ENORM,0,0,0.0,0.0
ENORMOUSLY,ENORMOUSLY,ENORM,0,0,0.0,0.0
ENORMOUSNESS,ENORMOUSNESS,ENORM,0,0,0.0,0.0
ENORMOUSNESSES,ENORMOUSNESS,ENORM,0,0,0.0,0.0
ENOUGH,ENOUGH,ENOUGH,0,0,0.0,0.0
ENOUGHS,ENOUGH,ENOUGH,0,0,0.0,0.0
ENOXAPARIN,ENOXAPARIN,ENOXAPARIN,0,0,0.0,0.0
ENPLANE,ENPLANE,ENPLAN,0,0,0.0,0.0
ENPLANED,ENPLANE,ENPLAN,0,0,0.0,0.0
ENPLANEMENT,ENPLANEMENT,ENPLAN,0,0,0.0,0.0
ENPLANES,ENPLANES,ENPLAN,0,0,0.0,0.0
ENPLANING,ENPLANE,ENPLAN,0,0,0.0,0.0
ENQUIRE,ENQUIRE,ENQUIR,0,0,0.0,0.0
ENQUIRED,ENQUIRE,ENQUIR,0,0,0.0,0.0
ENQUIRES,ENQUIRES,ENQUIR,0,0,0.0,0.0
ENQUIRIES,ENQUIRY,ENQUIRI,0,0,0.0,0.0
ENQUIRING,ENQUIRE,ENQUIR,0,0,0.0,0.0
ENQUIRY,ENQUIRY,ENQUIRI,0,0,0.0,0.0
ENRAGE,ENRAGE,ENRAG,0,0,0.0,0.0
ENRAGED,ENRAGE,ENRAG,0,0,0.0,0.0
ENRAGES,ENRAGES,ENRAG,0,0,0.0,0.0
ENRAGING,ENRAGE,ENRAG,0,0,0.0,0.0
ENRAPTURE,ENRAPTURE,ENRAPTUR,0,0,0.0,0.0
ENRAPTURED,ENRAPTURE,ENRAPTUR,0,0,0.0,0.0
ENRAPTURES,ENRAPTURES,ENRAPTUR,0,0,0.0,0.0
ENRAPTURING,ENRAPTURE,ENRAPTUR,0,0,0.0,0.0
ENRICH,ENRICH,ENRICH,0,0,0.0,0.0
ENRICHED,ENRICH,ENRICH,0,0,0.0,0.0
ENRICHES,ENRICHES,ENRICH,0,0,0.0,0.0
ENRICHING,ENRICH,ENRICH,0,0,0.0,0.0
ENRICHMENT,ENRICHMENT,ENRICH,0,0,0.0,0.0
ENRICHMENTS,ENRICHMENT,ENRICH,0,0,0.0,0.0
ENROL,ENROL,ENROL,0,0,0.0,0.0
ENROLL,ENROLL,ENROL,0,0,0.0,0.0
ENROLLED,ENROL,ENROL,0,0,0.0,0.0
ENROLLEE,ENROLLEE,ENROLLE,0,0,0.0,0.0
ENROLLEES,ENROLLEE,ENROLLE,0,0,0.0,0.0
ENROLLING,ENROL,ENROL,0,0,0.0,0.0
ENROLLMENT,ENROLLMENT,ENROL,0,0,0.0,0.0
ENROLLMENTS,ENROLLMENT,ENROL,0,0,0.0,0.0
ENROLLS,ENROLLS,ENROL,0,0,0.0,0.0
ENROLMENT,ENROLMENT,ENROL,0,0,0.0,0.0
ENROLMENTS,ENROLMENT,ENROL,0,0,0.0,0.0
ENROLS,ENROLS,ENROL,0,0,0.0,0.0
ENROUTE,ENROUTE,ENROUT,0,0,0.0,0.0
ENS,EN,EN,0,0,0.0,0.0
ENSCONCE,ENSCONCE,ENSCONC,0,0,0.0,0.0
ENSCONCED,ENSCONCE,ENSCONC,0,0,0.0,0.0
ENSCONCES,ENSCONCES,ENSCONC,0,0,0.0,0.0
ENSCONCING,ENSCONCE,ENSCONC,0,0,0.0,0.0
ENSEMBLE,ENSEMBLE,ENSEMBL,0,0,0.0,0.0
ENSEMBLES,ENSEMBLE,ENSEMBL,0,0,0.0,0.0
ENSHRINE,ENSHRINE,ENSHRIN,0,0,0.0,0.0
ENSHRINED,ENSHRINE,ENSHRIN,0,0,0.0,0.0
ENSHRINEMENT,ENSHRINEMENT,ENSHRIN,0,0,0.0,0.0
ENSHRINEMENTS,ENSHRINEMENTS,ENSHRIN,0,0,0.0,0.0
ENSHRINES,ENSHRINES,ENSHRIN,0,0,0.0,0.0
ENSHRINING,ENSHRINE,ENSHRIN,0,0,0.0,0.0
ENSHROUD,ENSHROUD,ENSHROUD,0,0,0.0,0.0
ENSHROUDED,ENSHROUD,ENSHROUD,0,0,0.0,0.0
ENSHROUDING,ENSHROUD,ENSHROUD,0,0,0.0,0.0
ENSHROUDS,ENSHROUDS,ENSHROUD,0,0,0.0,0.0
ENSIGN,ENSIGN,ENSIGN,0,0,0.0,0.0
ENSIGNS,ENSIGN,ENSIGN,0,0,0.0,0.0
ENSILAGE,ENSILAGE,ENSILAG,0,0,0.0,0.0
ENSILAGES,ENSILAGE,ENSILAG,0,0,0.0,0.0
ENSLAVE,ENSLAVE,ENSLAV,0,0,0.0,0.0
ENSLAVED,ENSLAVE,ENSLAV,0,0,0.0,0.0
ENSLAVEMENT,ENSLAVEMENT,ENSLAV,0,0,0.0,0.0
ENSLAVEMENTS,ENSLAVEMENT,ENSLAV,0,0,0.0,0.0
ENSLAVES,ENSLAVES,ENSLAV,0,0,0.0,0.0
ENSLAVING,ENSLAVE,ENSLAV,0,0,0.0,0.0
ENSNARE,ENSNARE,ENSNAR,0,0,0.0,0.0
ENSNARED,ENSNARE,ENSNAR,0,0,0.0,0.0
ENSNAREMENT,ENSNAREMENT,ENSNAR,0,0,0.0,0.0
ENSNAREMENTS,ENSNAREMENTS,ENSNAR,0,0,0.0,0.0
ENSNARES,ENSNARES,ENSNAR,0,0,0.0,0.0
ENSNARING,ENSNARE,ENSNAR,0,0,0.0,0.0
ENSUE,ENSUE,ENSU,0,0,0.0,0.0
ENSUED,ENSUE,ENSU,0,0,0.0,0.0
ENSUES,ENSUES,ENSU,0,0,0.0,0.0
ENSUING,ENSUE,ENSU,0,0,0.0,0.0
ENSURE,ENSURE,ENSUR,0,0,0.0,0.0
ENSURED,ENSURE,ENSUR,0,0,0.0,0.0
ENSURER,ENSURER,ENSUR,0,0,0.0,0.0
ENSURERS,ENSURERS,ENSUR,0,0,0.0,0.0
ENSURES,ENSURES,ENSUR,0,0,0.0,0.0
ENSURING,ENSURE,ENSUR,0,0,0.0,0.0
ENTAIL,ENTAIL,ENTAIL,0,0,0.0,0.0
ENTAILED,ENTAIL,ENTAIL,0,0,0.0,0.0
ENTAILING,ENTAIL,ENTAIL,0,0,0.0,0.0
ENTAILMENT,ENTAILMENT,ENTAIL,0,0,0.0,0.0
ENTAILMENTS,ENTAILMENT,ENTAIL,0,0,0.0,0.0
ENTAILS,ENTAIL,ENTAIL,0,0,0.0,0.0
ENTANGLE,ENTANGLE,ENTANGL,0,0,0.0,0.0
ENTANGLED,ENTANGLE,ENTANGL,0,0,0.0,0.0
ENTANGLEMENT,ENTANGLEMENT,ENTANGL,0,0,0.0,0.0
ENTANGLEMENTS,ENTANGLEMENT,ENTANGL,0,0,0.0,0.0
ENTANGLES,ENTANGLES,ENTANGL,0,0,0.0,0.0
ENTANGLING,ENTANGLE,ENTANGL,0,0,0.0,0.0
ENTENTE,ENTENTE,ENTENT,0,0,0.0,0.0
ENTENTES,ENTENTE,ENTENT,0,0,0.0,0.0
ENTER,ENTER,ENTER,0,0,0.0,0.0
ENTERED,ENTER,ENTER,0,0,0.0,0.0
ENTERING,ENTER,ENTER,0,0,0.0,0.0
ENTERITIDES,ENTERITIDES,ENTERITID,0,0,0.0,0.0
ENTERITIS,ENTERITIS,ENTER,0,0,0.0,0.0
ENTERITISES,ENTERITIS,ENTER,0,0,0.0,0.0
ENTERPRISE,ENTERPRISE,ENTERPRIS,0,0,0.0,0.0
ENTERPRISES,ENTERPRISE,ENTERPRIS,0,0,0.0,0.0
ENTERPRISING,ENTERPRISING,ENTERPRIS,0,0,0.0,0.0
ENTERPRISINGLY,ENTERPRISINGLY,ENTERPRISINGLI,0,0,0.0,0.0
ENTERS,ENTERS,ENTER,0,0,0.0,0.0
